latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
29.771528,-95.33099,14.0,0,GMT,GMT

time,temperature_2m (°C),dew_point_2m (°C),wind_speed_10m (km/h),cloud_cover (%),shortwave_radiation (W/m²),precipitation (mm)
2025-08-28T09:00,25.4,24.1,3.3,17,0.0,0.00
2025-08-28T10:00,25.2,24.0,3.3,3,0.0,0.00
2025-08-28T11:00,25.1,23.9,3.2,7,0.0,0.00
2025-08-28T12:00,25.0,23.9,7.1,26,0.0,0.00
2025-08-28T13:00,25.6,24.3,3.5,8,58.0,0.00
2025-08-28T14:00,27.3,24.7,2.9,0,240.0,0.00
2025-08-28T15:00,29.0,24.6,5.5,15,454.0,0.00
2025-08-28T16:00,30.3,23.6,8.8,11,606.0,0.00
2025-08-28T17:00,31.5,22.9,8.1,12,757.0,0.00
2025-08-28T18:00,32.6,22.2,6.9,24,825.0,0.10
2025-08-28T19:00,32.7,22.5,7.1,34,795.0,0.00
2025-08-28T20:00,32.5,23.2,7.0,15,733.0,0.00
2025-08-28T21:00,32.9,23.5,7.2,10,637.0,0.00
2025-08-28T22:00,32.6,23.5,8.9,34,564.0,0.10
2025-08-28T23:00,31.5,23.6,11.6,36,351.0,0.10
2025-08-29T00:00,29.9,24.3,9.6,63,165.0,0.00
2025-08-29T01:00,28.6,24.9,7.4,44,30.0,0.00
2025-08-29T02:00,28.5,24.9,7.5,32,0.0,0.00
2025-08-29T03:00,28.4,24.3,11.2,3,0.0,0.00
2025-08-29T04:00,27.8,24.1,10.0,63,0.0,0.00
2025-08-29T05:00,27.5,24.1,10.1,92,0.0,0.00
2025-08-29T06:00,27.2,24.1,10.2,94,0.0,0.00
2025-08-29T07:00,27.0,24.0,11.1,94,0.0,0.00
2025-08-29T08:00,26.9,23.9,11.0,100,0.0,0.00
2025-08-29T09:00,26.7,23.9,8.8,100,0.0,0.00
2025-08-29T10:00,26.3,24.0,5.4,100,0.0,0.00
2025-08-29T11:00,26.1,24.0,6.2,12,0.0,0.00
2025-08-29T12:00,25.9,24.0,6.5,1,0.0,0.00
2025-08-29T13:00,26.4,24.6,6.4,2,60.0,0.00
2025-08-29T14:00,28.0,25.0,4.7,84,244.0,0.00
2025-08-29T15:00,29.5,25.1,9.4,88,420.0,0.00
2025-08-29T16:00,30.9,24.4,8.8,97,599.0,0.00
2025-08-29T17:00,32.1,23.9,7.6,100,748.0,0.10
2025-08-29T18:00,32.9,23.4,5.6,100,792.0,0.10
2025-08-29T19:00,33.3,23.0,4.1,76,802.0,0.00
2025-08-29T20:00,33.9,22.7,1.9,70,794.0,0.00
2025-08-29T21:00,34.1,22.3,1.5,94,680.0,0.00
2025-08-29T22:00,33.9,22.0,4.1,62,538.0,0.00
2025-08-29T23:00,33.1,22.2,8.4,87,387.0,0.00
2025-08-30T00:00,31.1,24.1,8.0,100,144.0,0.10
2025-08-30T01:00,27.7,25.0,2.8,71,7.0,0.40
2025-08-30T02:00,27.5,25.1,6.3,78,0.0,0.10
2025-08-30T03:00,27.4,25.3,4.9,38,0.0,0.00
2025-08-30T04:00,27.2,25.3,5.4,2,0.0,0.00
2025-08-30T05:00,27.1,25.2,4.5,15,0.0,0.00
2025-08-30T06:00,26.9,25.2,3.8,4,0.0,0.00
2025-08-30T07:00,26.7,25.3,2.6,10,0.0,0.00
2025-08-30T08:00,26.2,24.3,3.9,61,0.0,0.20
2025-08-30T09:00,25.9,24.2,2.4,19,0.0,0.30
2025-08-30T10:00,25.6,24.5,5.0,12,0.0,0.00
2025-08-30T11:00,25.2,24.5,6.1,57,0.0,0.00
2025-08-30T12:00,24.7,24.2,7.6,67,0.0,0.00
2025-08-30T13:00,25.4,22.6,2.6,96,44.0,0.00
2025-08-30T14:00,26.8,23.2,0.9,98,193.0,0.00
2025-08-30T15:00,28.9,23.9,1.1,90,440.0,0.00
2025-08-30T16:00,30.3,24.3,4.0,99,599.0,0.10
2025-08-30T17:00,31.1,24.3,2.9,82,653.0,0.10
2025-08-30T18:00,32.2,24.5,2.5,44,809.0,0.10
2025-08-30T19:00,32.8,24.4,1.5,100,797.0,0.00
2025-08-30T20:00,33.1,24.1,0.7,100,685.0,0.00
2025-08-30T21:00,32.5,23.2,6.1,100,677.0,0.40
2025-08-30T22:00,30.5,24.2,8.9,100,376.0,0.40
2025-08-30T23:00,28.5,24.2,10.0,95,256.0,0.10
2025-08-31T00:00,28.3,24.5,5.3,95,140.0,0.00
2025-08-31T01:00,27.1,24.3,8.1,100,8.0,0.10
2025-08-31T02:00,26.8,24.3,7.8,100,0.0,0.10
2025-08-31T03:00,26.6,24.6,6.4,98,0.0,0.00
2025-08-31T04:00,26.5,24.8,4.3,100,0.0,0.00
2025-08-31T05:00,26.3,24.9,5.2,100,0.0,0.00
2025-08-31T06:00,26.0,24.8,6.6,100,0.0,0.00
2025-08-31T07:00,25.8,24.5,6.8,100,0.0,0.00
2025-08-31T08:00,25.4,24.2,6.5,100,0.0,0.00
2025-08-31T09:00,25.2,24.0,6.5,46,0.0,0.00
2025-08-31T10:00,25.0,23.8,6.7,98,0.0,0.00
2025-08-31T11:00,24.9,23.7,7.8,24,0.0,0.00
2025-08-31T12:00,24.0,23.6,3.3,100,0.0,0.10
2025-08-31T13:00,23.3,22.1,5.5,100,15.0,13.70
2025-08-31T14:00,23.6,22.3,4.0,100,82.0,3.00
2025-08-31T15:00,24.4,22.7,5.6,100,195.0,1.30
2025-08-31T16:00,26.6,23.6,3.5,100,491.0,0.20
2025-08-31T17:00,27.0,23.5,2.1,100,582.0,3.10
2025-08-31T18:00,29.0,23.6,8.4,100,674.0,0.10
2025-08-31T19:00,30.4,23.7,6.2,100,724.0,0.00
2025-08-31T20:00,30.6,23.8,5.1,100,545.0,0.00
2025-08-31T21:00,31.0,24.1,4.2,100,612.0,0.00
2025-08-31T22:00,30.2,24.1,5.8,100,483.0,0.40
2025-08-31T23:00,29.1,24.3,8.5,100,290.0,0.30
2025-09-01T00:00,28.7,24.5,5.4,100,125.0,0.00
2025-09-01T01:00,26.3,24.4,8.2,100,10.0,0.20
2025-09-01T02:00,25.6,24.3,7.7,100,0.0,0.10
2025-09-01T03:00,25.1,24.2,6.7,100,0.0,0.10
2025-09-01T04:00,25.1,24.1,5.9,100,0.0,0.00
2025-09-01T05:00,25.0,24.1,6.4,99,0.0,0.00
2025-09-01T06:00,24.9,24.0,4.8,92,0.0,0.00
2025-09-01T07:00,24.7,23.9,2.8,98,0.0,0.10
2025-09-01T08:00,24.6,23.9,5.6,85,0.0,0.00
2025-09-01T09:00,24.5,23.6,5.6,40,0.0,0.10
2025-09-01T10:00,24.2,23.3,6.5,95,0.0,0.00
2025-09-01T11:00,23.9,23.0,5.1,100,0.0,0.00
2025-09-01T12:00,24.1,23.0,2.8,50,0.0,0.00
2025-09-01T13:00,23.5,23.0,8.3,99,18.0,0.40
2025-09-01T14:00,23.9,22.9,1.5,97,103.0,3.00
2025-09-01T15:00,24.7,22.9,7.9,100,262.0,3.70
2025-09-01T16:00,26.2,22.0,3.2,100,357.0,0.00
2025-09-01T17:00,28.6,21.8,3.4,100,625.0,0.00
2025-09-01T18:00,30.3,21.9,3.3,100,793.0,0.00
2025-09-01T19:00,31.0,22.3,3.3,100,712.0,0.00
2025-09-01T20:00,30.9,22.3,2.7,100,565.0,0.00
2025-09-01T21:00,30.3,22.3,3.9,100,453.0,0.00
2025-09-01T22:00,29.5,22.6,5.0,100,325.0,0.10
2025-09-01T23:00,27.7,22.5,5.5,100,246.0,1.00
2025-09-02T00:00,27.4,22.3,6.3,28,148.0,0.10
2025-09-02T01:00,26.0,23.2,3.5,43,13.0,0.10
2025-09-02T02:00,25.7,23.2,6.0,22,0.0,0.00
2025-09-02T03:00,25.5,23.2,6.8,93,0.0,0.00
2025-09-02T04:00,25.3,23.2,6.2,56,0.0,0.00
2025-09-02T05:00,25.0,23.3,5.3,67,0.0,0.00
2025-09-02T06:00,24.7,23.3,4.5,91,0.0,0.00
2025-09-02T07:00,24.4,23.4,4.6,96,0.0,0.00
2025-09-02T08:00,24.2,23.5,5.4,39,0.0,0.00
2025-09-02T09:00,24.0,23.5,5.7,28,0.0,0.00
2025-09-02T10:00,23.9,23.4,4.5,15,0.0,0.00
2025-09-02T11:00,23.7,23.3,3.6,31,0.0,0.00
2025-09-02T12:00,23.7,23.3,5.4,13,0.0,0.00
2025-09-02T13:00,23.2,22.4,9.0,60,48.0,0.40
2025-09-02T14:00,24.0,21.7,3.6,45,181.0,0.30
2025-09-02T15:00,26.2,21.1,2.8,33,341.0,0.10
2025-09-02T16:00,29.2,21.0,3.5,18,623.0,0.00
2025-09-02T17:00,30.8,21.2,4.2,4,784.0,0.00
2025-09-02T18:00,32.1,20.8,3.6,20,856.0,0.00
2025-09-02T19:00,32.7,20.2,4.4,27,841.0,0.10
2025-09-02T20:00,33.1,19.7,4.4,31,793.0,0.00
2025-09-02T21:00,33.3,19.2,4.4,48,689.0,0.00
2025-09-02T22:00,32.2,19.2,5.9,90,544.0,0.10
2025-09-02T23:00,31.5,19.9,1.5,67,320.0,0.10
2025-09-03T00:00,30.7,20.3,6.1,27,157.0,0.00
2025-09-03T01:00,29.5,20.9,6.0,58,21.0,0.00
2025-09-03T02:00,28.0,21.1,8.8,16,0.0,0.00
2025-09-03T03:00,27.3,21.2,5.7,24,0.0,0.00
2025-09-03T04:00,26.7,21.4,6.2,2,0.0,0.00
2025-09-03T05:00,26.5,21.1,7.0,0,0.0,0.00
2025-09-03T06:00,26.2,21.1,7.0,0,0.0,0.00
2025-09-03T07:00,25.9,21.2,6.9,2,0.0,0.00
2025-09-03T08:00,25.6,21.4,6.7,3,0.0,0.00
2025-09-03T09:00,25.4,21.5,6.2,0,0.0,0.00
2025-09-03T10:00,25.1,21.6,6.9,0,0.0,0.00
2025-09-03T11:00,24.7,21.5,7.6,0,0.0,0.00
2025-09-03T12:00,24.4,21.4,7.3,0,0.0,0.00
2025-09-03T13:00,25.2,22.4,6.5,3,56.0,0.00
2025-09-03T14:00,27.1,22.4,3.6,1,241.0,0.00
2025-09-03T15:00,29.3,22.5,5.3,0,457.0,0.00
2025-09-03T16:00,31.2,21.6,6.5,14,651.0,0.00
2025-09-03T17:00,32.6,20.3,7.0,12,754.0,0.00
2025-09-03T18:00,33.5,19.5,6.4,16,821.0,0.00
2025-09-03T19:00,34.2,19.0,7.3,36,825.0,0.00
2025-09-03T20:00,34.2,18.5,5.3,14,766.0,0.00
2025-09-03T21:00,34.8,17.6,3.6,27,706.0,0.00
2025-09-03T22:00,34.4,17.4,3.0,34,529.0,0.00
2025-09-03T23:00,34.0,17.0,2.2,34,342.0,0.00
2025-09-04T00:00,33.4,16.6,1.7,47,154.0,0.00
2025-09-04T01:00,30.4,21.9,8.6,21,21.0,0.00
2025-09-04T02:00,29.1,22.2,7.2,20,0.0,0.00
2025-09-04T03:00,27.7,22.5,9.2,11,0.0,0.00
2025-09-04T04:00,26.7,22.9,7.1,57,0.0,0.00
2025-09-04T05:00,26.2,22.9,6.9,7,0.0,0.00
2025-09-04T06:00,26.0,22.9,6.4,8,0.0,0.00
2025-09-04T07:00,25.8,22.9,5.8,50,0.0,0.00
2025-09-04T08:00,25.4,22.8,8.0,4,0.0,0.00
2025-09-04T09:00,25.2,22.9,8.3,42,0.0,0.00
2025-09-04T10:00,24.9,22.9,6.9,3,0.0,0.00
2025-09-04T11:00,24.6,22.8,6.3,4,0.0,0.00
2025-09-04T12:00,24.2,22.7,5.2,3,0.0,0.00
2025-09-04T13:00,23.9,22.7,5.2,18,57.0,0.00
2025-09-04T14:00,26.1,22.1,3.6,15,251.0,0.00
2025-09-04T15:00,28.5,21.5,4.1,1,469.0,0.00
2025-09-04T16:00,30.6,21.3,5.8,0,662.0,0.00
2025-09-04T17:00,32.4,19.7,6.7,0,811.0,0.00
2025-09-04T18:00,33.9,17.5,6.0,0,901.0,0.00
2025-09-04T19:00,34.8,16.4,4.0,0,923.0,0.00
2025-09-04T20:00,35.5,15.8,3.7,0,877.0,0.00
2025-09-04T21:00,35.6,15.6,4.0,0,766.0,0.00
2025-09-04T22:00,35.4,15.6,5.3,0,600.0,0.00
2025-09-04T23:00,34.7,15.8,8.0,0,397.0,0.00
2025-09-05T00:00,32.9,17.8,11.1,0,181.0,0.00
2025-09-05T01:00,30.9,20.9,13.5,0,21.0,0.00
2025-09-05T02:00,28.9,24.1,13.4,7,0.0,0.00
2025-09-05T03:00,28.2,24.2,11.3,0,0.0,0.00
2025-09-05T04:00,27.6,24.1,10.1,1,0.0,0.00
2025-09-05T05:00,27.2,24.1,10.3,0,0.0,0.00
2025-09-05T06:00,26.8,24.2,10.3,8,0.0,0.00
2025-09-05T07:00,26.6,24.3,10.4,70,0.0,0.00
2025-09-05T08:00,26.4,24.3,9.8,43,0.0,0.00
2025-09-05T09:00,26.1,24.2,9.4,2,0.0,0.00
2025-09-05T10:00,25.8,24.0,9.6,92,0.0,0.00
2025-09-05T11:00,25.6,23.9,9.5,13,0.0,0.00
2025-09-05T12:00,25.4,23.9,8.3,41,0.0,0.00
2025-09-05T13:00,25.8,24.1,6.4,29,54.0,0.00
2025-09-05T14:00,27.8,24.2,4.3,85,240.0,0.00
2025-09-05T15:00,30.0,24.1,7.6,83,455.0,0.00
2025-09-05T16:00,31.8,22.9,11.4,69,622.0,0.00
2025-09-05T17:00,33.1,21.8,10.0,94,720.0,0.00
2025-09-05T18:00,34.2,21.0,8.8,96,843.0,0.00
2025-09-05T19:00,34.4,20.8,8.9,100,765.0,0.00
2025-09-05T20:00,34.6,20.9,10.0,100,780.0,0.00
2025-09-05T21:00,34.3,21.1,12.0,21,718.0,0.00
2025-09-05T22:00,33.8,21.0,12.9,22,561.0,0.00
2025-09-05T23:00,32.9,21.0,13.9,21,363.0,0.00
2025-09-06T00:00,30.8,22.6,13.9,56,161.0,0.00
2025-09-06T01:00,29.8,22.1,11.3,97,18.0,0.00
2025-09-06T02:00,28.7,22.5,9.8,97,0.0,0.00
2025-09-06T03:00,27.9,22.7,8.0,97,0.0,0.00
2025-09-06T04:00,27.5,22.8,7.5,97,0.0,0.00
2025-09-06T05:00,27.0,22.8,9.1,100,0.0,0.00
2025-09-06T06:00,26.8,22.9,9.1,92,0.0,0.00
2025-09-06T07:00,26.6,23.0,7.6,78,0.0,0.00
2025-09-06T08:00,26.3,23.1,7.8,100,0.0,0.00
2025-09-06T09:00,26.3,23.2,7.9,100,0.0,0.00
2025-09-06T10:00,26.3,23.2,6.0,100,0.0,0.00
2025-09-06T11:00,26.2,23.2,3.0,99,0.0,0.00
2025-09-06T12:00,26.0,23.2,0.7,100,0.0,0.00
2025-09-06T13:00,25.7,23.6,5.8,100,15.0,0.10
2025-09-06T14:00,26.5,23.7,5.2,56,72.0,0.10
2025-09-06T15:00,29.1,23.5,6.4,83,381.0,0.40
2025-09-06T16:00,29.7,22.5,1.3,100,401.0,0.20
2025-09-06T17:00,28.0,21.4,6.5,95,419.0,1.30
2025-09-06T18:00,28.4,21.4,2.8,99,284.0,0.40
2025-09-06T19:00,29.5,21.9,4.1,100,397.0,0.00
2025-09-06T20:00,30.2,21.9,5.7,100,345.0,0.00
2025-09-06T21:00,30.6,21.8,5.2,99,335.0,0.00
2025-09-06T22:00,30.9,21.7,4.8,40,297.0,0.00
2025-09-06T23:00,31.1,21.7,4.8,6,332.0,0.00
2025-09-07T00:00,30.4,21.8,4.2,11,159.0,0.00
2025-09-07T01:00,27.2,21.3,2.9,91,6.0,0.00
2025-09-07T02:00,27.1,22.1,1.3,100,0.0,0.00
2025-09-07T03:00,27.1,22.6,3.3,99,0.0,0.00
2025-09-07T04:00,27.0,23.1,2.2,41,0.0,0.00
2025-09-07T05:00,26.7,24.0,1.0,73,0.0,0.00
2025-09-07T06:00,26.4,23.5,6.8,26,0.0,0.00
2025-09-07T07:00,25.7,22.9,10.7,20,0.0,0.00
2025-09-07T08:00,25.0,22.1,11.0,13,0.0,0.00
2025-09-07T09:00,24.6,21.7,10.4,72,0.0,0.00
2025-09-07T10:00,24.3,22.0,10.9,80,0.0,0.00
2025-09-07T11:00,23.9,22.0,11.1,91,0.0,0.00
2025-09-07T12:00,23.4,21.2,10.9,100,0.0,0.00
2025-09-07T13:00,22.9,21.6,11.2,73,17.0,0.30
2025-09-07T14:00,23.2,21.9,8.9,99,162.0,7.10
2025-09-07T15:00,23.2,22.4,6.6,100,186.0,14.60
2025-09-07T16:00,23.8,22.2,8.2,100,273.0,9.80
2025-09-07T17:00,23.5,21.6,13.0,99,238.0,1.00
2025-09-07T18:00,25.9,21.9,11.8,100,572.0,0.10
2025-09-07T19:00,27.0,22.2,11.4,100,543.0,0.10
2025-09-07T20:00,27.5,21.9,10.5,100,423.0,0.10
2025-09-07T21:00,28.0,22.1,8.9,100,446.0,0.00
2025-09-07T22:00,27.9,22.1,8.2,100,306.0,0.00
2025-09-07T23:00,27.6,22.2,7.0,100,239.0,0.00
2025-09-08T00:00,27.1,22.8,4.4,100,105.0,0.00
2025-09-08T01:00,25.3,23.4,5.4,100,6.0,0.20
2025-09-08T02:00,25.4,22.6,8.0,97,0.0,0.10
2025-09-08T03:00,25.1,21.8,9.7,100,0.0,0.10
2025-09-08T04:00,24.8,21.3,10.0,33,0.0,0.20
2025-09-08T05:00,24.3,21.0,9.1,24,0.0,0.10
2025-09-08T06:00,23.9,20.7,9.1,21,0.0,0.00
2025-09-08T07:00,23.6,20.2,9.9,10,0.0,0.00
2025-09-08T08:00,23.3,19.4,11.4,2,0.0,0.00
2025-09-08T09:00,22.8,18.2,10.8,14,0.0,0.00
2025-09-08T10:00,22.2,17.0,11.1,23,0.0,0.00
2025-09-08T11:00,21.8,16.2,10.8,0,0.0,0.00
2025-09-08T12:00,21.2,15.6,11.1,1,0.0,0.00
2025-09-08T13:00,21.1,15.4,11.3,4,49.0,0.00
2025-09-08T14:00,22.2,15.5,10.2,0,231.0,0.00
2025-09-08T15:00,23.6,15.4,11.0,0,453.0,0.00
2025-09-08T16:00,25.1,15.6,10.7,0,645.0,0.00
2025-09-08T17:00,26.6,15.6,10.9,0,794.0,0.00
2025-09-08T18:00,27.8,15.5,10.1,0,886.0,0.00
2025-09-08T19:00,28.6,15.4,9.0,0,911.0,0.00
2025-09-08T20:00,29.1,14.8,8.3,0,867.0,0.00
2025-09-08T21:00,29.3,14.1,8.1,0,759.0,0.00
2025-09-08T22:00,29.2,14.1,8.0,0,593.0,0.00
2025-09-08T23:00,28.9,14.6,6.6,0,386.0,0.00
2025-09-09T00:00,27.3,18.0,4.1,0,168.0,0.00
2025-09-09T01:00,25.5,17.7,4.7,0,15.0,0.00
2025-09-09T02:00,24.5,17.7,5.0,0,0.0,0.00
2025-09-09T03:00,23.7,17.3,7.8,0,0.0,0.00
2025-09-09T04:00,22.9,16.3,9.1,0,0.0,0.00
2025-09-09T05:00,22.3,15.4,8.7,0,0.0,0.00
2025-09-09T06:00,21.7,15.1,7.9,0,0.0,0.00
2025-09-09T07:00,21.2,15.0,8.6,0,0.0,0.00
2025-09-09T08:00,20.7,15.0,8.6,0,0.0,0.00
2025-09-09T09:00,20.2,14.9,8.0,0,0.0,0.00
2025-09-09T10:00,19.7,14.8,8.1,0,0.0,0.00
2025-09-09T11:00,19.3,14.8,8.0,0,0.0,0.00
2025-09-09T12:00,19.1,14.8,8.4,0,0.0,0.00
2025-09-09T13:00,18.8,15.6,8.2,0,53.0,0.00
2025-09-09T14:00,20.8,16.5,5.9,0,247.0,0.00
2025-09-09T15:00,23.2,17.2,5.0,0,466.0,0.00
2025-09-09T16:00,25.7,16.9,6.0,0,662.0,0.00
2025-09-09T17:00,27.3,15.7,6.4,0,811.0,0.00
2025-09-09T18:00,28.5,15.3,5.5,0,900.0,0.00
2025-09-09T19:00,29.3,15.3,4.7,0,921.0,0.00
2025-09-09T20:00,29.9,14.9,4.0,0,874.0,0.00
2025-09-09T21:00,30.2,14.9,3.4,0,762.0,0.00
2025-09-09T22:00,30.2,14.9,3.1,0,592.0,0.00
2025-09-09T23:00,29.7,15.0,3.9,0,384.0,0.00
2025-09-10T00:00,28.1,17.6,4.2,0,165.0,0.00
2025-09-10T01:00,26.4,16.8,7.0,0,14.0,0.00
2025-09-10T02:00,25.2,16.5,7.9,0,0.0,0.00
2025-09-10T03:00,24.5,15.7,6.2,0,0.0,0.00
2025-09-10T04:00,24.1,15.6,5.5,0,0.0,0.00
2025-09-10T05:00,23.4,16.4,2.8,0,0.0,0.00
2025-09-10T06:00,22.9,16.2,0.9,0,0.0,0.00
2025-09-10T07:00,21.7,16.1,2.8,0,0.0,0.00
2025-09-10T08:00,21.0,16.0,4.2,0,0.0,0.00
2025-09-10T09:00,20.9,15.9,6.5,0,0.0,0.00
2025-09-10T10:00,20.4,16.3,5.1,0,0.0,0.00
2025-09-10T11:00,20.2,16.3,4.9,0,0.0,0.00
2025-09-10T12:00,20.2,16.2,5.4,0,0.0,0.00
2025-09-10T13:00,20.2,16.2,6.7,0,52.0,0.00
2025-09-10T14:00,22.8,16.9,4.9,0,244.0,0.00
2025-09-10T15:00,25.7,17.1,4.4,0,460.0,0.00
2025-09-10T16:00,28.3,16.9,4.6,0,654.0,0.00
2025-09-10T17:00,30.2,17.6,4.3,0,801.0,0.00
2025-09-10T18:00,31.3,17.8,4.2,0,890.0,0.00
2025-09-10T19:00,32.2,17.1,4.6,0,912.0,0.00
2025-09-10T20:00,32.9,16.4,4.9,3,865.0,0.00
2025-09-10T21:00,33.1,16.3,5.9,5,735.0,0.00
2025-09-10T22:00,32.7,17.0,7.6,5,565.0,0.00
2025-09-10T23:00,31.9,18.2,9.0,5,360.0,0.00
2025-09-11T00:00,30.4,19.5,9.6,1,151.0,0.00
2025-09-11T01:00,29.1,21.2,10.3,6,12.0,0.00
2025-09-11T02:00,27.9,23.1,9.9,3,0.0,0.00
2025-09-11T03:00,27.3,23.7,8.1,1,0.0,0.00
2025-09-11T04:00,26.9,23.9,6.4,0,0.0,0.00
2025-09-11T05:00,26.4,24.0,6.1,0,0.0,0.00
2025-09-11T06:00,26.0,24.1,5.3,0,0.0,0.00
2025-09-11T07:00,25.7,24.2,5.4,0,0.0,0.00
2025-09-11T08:00,25.4,24.1,5.1,0,0.0,0.00
2025-09-11T09:00,24.9,24.1,3.1,0,0.0,0.00
2025-09-11T10:00,24.7,24.0,5.1,1,0.0,0.00
2025-09-11T11:00,24.4,23.9,6.5,4,0.0,0.00
2025-09-11T12:00,24.4,23.7,7.5,4,0.0,0.00
2025-09-11T13:00,24.3,23.2,6.5,14,45.0,0.00
2025-09-11T14:00,26.1,23.5,5.4,21,208.0,0.00
2025-09-11T15:00,28.0,23.4,7.6,15,406.0,0.00
2025-09-11T16:00,29.9,23.2,7.9,8,594.0,0.00
2025-09-11T17:00,31.3,22.8,9.2,21,749.0,0.20
2025-09-11T18:00,32.0,22.2,10.5,44,785.0,0.20
2025-09-11T19:00,31.1,21.6,8.3,58,720.0,0.90
2025-09-11T20:00,30.7,22.0,11.3,27,567.0,0.00
2025-09-11T21:00,31.8,21.3,11.4,11,664.0,0.00
2025-09-11T22:00,31.7,20.6,10.8,14,514.0,0.00
2025-09-11T23:00,30.9,20.7,10.4,8,330.0,0.00
2025-09-12T00:00,29.7,20.8,9.2,5,142.0,0.00
2025-09-12T01:00,28.2,22.0,9.5,4,10.0,0.00
2025-09-12T02:00,27.2,22.6,8.5,2,0.0,0.00
2025-09-12T03:00,26.5,22.9,7.4,4,0.0,0.00
2025-09-12T04:00,26.0,22.6,6.7,2,0.0,0.00
2025-09-12T05:00,25.6,21.9,5.6,1,0.0,0.00
2025-09-12T06:00,25.0,21.9,4.0,0,0.0,0.00
2025-09-12T07:00,24.9,21.8,1.5,0,0.0,0.00
2025-09-12T08:00,24.6,21.7,0.0,0,0.0,0.00
2025-09-12T09:00,24.1,21.7,1.3,0,0.0,0.00
2025-09-12T10:00,23.4,21.9,2.9,0,0.0,0.00
2025-09-12T11:00,23.3,21.9,5.2,0,0.0,0.00
2025-09-12T12:00,23.0,21.8,5.7,0,0.0,0.00
2025-09-12T13:00,23.4,21.8,6.4,0,47.0,0.00
2025-09-12T14:00,25.8,22.8,3.5,0,230.0,0.00
2025-09-12T15:00,28.2,23.2,4.4,0,440.0,0.00
2025-09-12T16:00,29.7,22.4,6.0,11,629.0,0.00
2025-09-12T17:00,30.9,21.5,8.2,12,742.0,0.00
2025-09-12T18:00,31.9,20.5,8.8,11,825.0,0.00
2025-09-12T19:00,32.5,19.8,9.4,10,840.0,0.00
2025-09-12T20:00,32.6,19.8,10.4,9,799.0,0.00
2025-09-12T21:00,32.4,19.6,10.3,7,694.0,0.00
2025-09-12T22:00,31.8,19.9,10.9,5,542.0,0.00
2025-09-12T23:00,30.9,19.9,10.6,9,345.0,0.00
2025-09-13T00:00,29.7,19.6,9.4,8,137.0,0.00
2025-09-13T01:00,28.3,20.8,8.9,13,9.0,0.00
2025-09-13T02:00,27.3,22.0,6.9,1,0.0,0.00
2025-09-13T03:00,26.6,22.5,5.9,0,0.0,0.00
2025-09-13T04:00,26.2,22.6,4.4,0,0.0,0.00
2025-09-13T05:00,25.6,23.0,2.3,0,0.0,0.00
2025-09-13T06:00,25.0,22.7,1.1,0,0.0,0.00
2025-09-13T07:00,24.4,22.5,1.0,0,0.0,0.00
2025-09-13T08:00,23.9,22.3,0.3,0,0.0,0.00
2025-09-13T09:00,23.2,22.2,1.6,0,0.0,0.00
2025-09-13T10:00,22.7,22.0,2.7,0,0.0,0.00
2025-09-13T11:00,22.7,21.9,3.6,0,0.0,0.00
2025-09-13T12:00,22.5,21.8,3.7,0,0.0,0.00
2025-09-13T13:00,22.3,21.3,5.6,1,47.0,0.00
2025-09-13T14:00,24.9,22.2,3.3,0,232.0,0.00
2025-09-13T15:00,27.3,22.2,3.3,0,444.0,0.00
2025-09-13T16:00,29.2,22.1,2.1,0,634.0,0.00
2025-09-13T17:00,30.5,21.5,4.7,6,777.0,0.00
2025-09-13T18:00,31.6,20.6,7.7,9,844.0,0.00
2025-09-13T19:00,32.4,18.9,8.8,27,836.0,0.00
2025-09-13T20:00,32.8,18.0,9.3,17,746.0,0.00
2025-09-13T21:00,32.8,17.9,10.1,13,683.0,0.00
2025-09-13T22:00,32.3,17.9,9.6,28,505.0,0.00
2025-09-13T23:00,31.5,18.3,9.8,29,346.0,0.00
2025-09-14T00:00,30.0,19.3,8.2,5,135.0,0.00
2025-09-14T01:00,28.9,20.8,8.5,78,8.0,0.00
2025-09-14T02:00,27.7,21.8,6.8,58,0.0,0.00
2025-09-14T03:00,26.8,22.0,6.9,13,0.0,0.00
2025-09-14T04:00,26.2,21.9,6.5,98,0.0,0.00
2025-09-14T05:00,25.8,21.8,6.5,97,0.0,0.00
2025-09-14T06:00,25.2,21.7,5.5,98,0.0,0.00
2025-09-14T07:00,24.6,21.7,4.6,100,0.0,0.00
2025-09-14T08:00,24.3,21.7,4.7,100,0.0,0.00
2025-09-14T09:00,23.8,21.9,3.2,100,0.0,0.00
2025-09-14T10:00,23.5,21.8,2.9,100,0.0,0.00
2025-09-14T11:00,23.1,21.6,2.7,30,0.0,0.00
2025-09-14T12:00,22.7,21.5,2.2,24,0.0,0.00
2025-09-14T13:00,23.0,21.6,6.3,84,44.0,0.00
2025-09-14T14:00,25.2,22.3,5.0,46,226.0,0.00
2025-09-14T15:00,27.4,22.6,5.2,36,441.0,0.00
2025-09-14T16:00,29.2,22.3,2.4,94,630.0,0.00
2025-09-14T17:00,30.6,21.3,1.6,98,751.0,0.00
2025-09-14T18:00,31.2,20.2,4.4,90,810.0,0.00
2025-09-14T19:00,32.4,18.5,1.4,65,757.0,0.00
2025-09-14T20:00,32.9,17.7,3.5,22,771.0,0.00
